date,region,category,value
2015-10-13,East,Furniture,245.98
2015-10-14,Central,Office Supplies,347.434
2015-10-14,Central,Technology,1999.96
2015-10-14,East,Furniture,1628.82
2015-10-14,East,Office Supplies,372.27
2015-10-14,East,Technology,177.0
2015-10-15,South,Furniture,15.384
2015-10-15,East,Furniture,183.372
2015-10-15,East,Office Supplies,7.968
2015-10-16,West,Office Supplies,14.352
2015-10-16,West,Technology,179.97
2015-10-17,Central,Furniture,5.312
2015-10-17,Central,Office Supplies,10.78
2015-10-17,Central,Technology,119.976
2015-10-18,West,Office Supplies,63.304
2015-10-18,South,Office Supplies,275.97
2015-10-18,South,Technology,1394.95
2015-10-18,East,Office Supplies,249.472
2015-10-18,South,Furniture,1151.22
2015-10-19,West,Office Supplies,201.97599999999997
2015-10-19,West,Technology,439.12800000000004
2015-10-20,Central,Office Supplies,754.1940000000001
2015-10-20,Central,Technology,319.968
2015-10-20,South,Furniture,328.59
2015-10-20,South,Office Supplies,98.352
2015-10-21,East,Office Supplies,121.792
2015-10-21,West,Office Supplies,36.36
2015-10-21,South,Office Supplies,197.54
2015-10-21,East,Furniture,409.59
2015-10-21,South,Furniture,591.32
2015-10-22,East,Furniture,93.888
2015-10-22,South,Furniture,129.92
2015-10-24,South,Office Supplies,22.218
2015-10-24,West,Office Supplies,34.272
2015-10-25,East,Technology,40.776
2015-10-25,East,Office Supplies,13.698
2015-10-25,West,Office Supplies,49.408
2015-10-26,West,Technology,383.96
2015-10-26,West,Furniture,63.92
2015-10-27,South,Office Supplies,22.32
2015-10-28,Central,Technology,257.98
2015-10-28,West,Furniture,616.998
2015-10-28,West,Office Supplies,635.604
2015-10-29,Central,Office Supplies,75.88
2015-10-29,Central,Technology,2737.9320000000002
2015-10-31,West,Technology,1067.83
2015-10-31,West,Office Supplies,609.674
2015-10-31,West,Furniture,146.352
2015-10-31,East,Office Supplies,93.49
2015-10-31,East,Furniture,3444.6800000000003
2015-11-01,Central,Office Supplies,15.696
2015-11-01,East,Furniture,31.68
2015-11-01,East,Office Supplies,778.0
2015-11-01,South,Office Supplies,140.76
2015-11-01,South,Technology,978.84
2015-11-01,West,Office Supplies,552.896
2015-11-01,West,Technology,2139.944
2015-11-02,East,Furniture,89.34
2015-11-02,West,Office Supplies,362.92
2015-11-02,West,Technology,141.11599999999999
2015-11-02,South,Technology,799.92
2015-11-02,Central,Technology,88.776
2015-11-02,East,Office Supplies,54.102000000000004
2015-11-02,East,Technology,590.196
2015-11-03,Central,Technology,89.97
2015-11-03,East,Office Supplies,360.496
2015-11-03,East,Technology,783.96
2015-11-03,South,Furniture,1355.388
2015-11-03,South,Office Supplies,187.629
2015-11-03,West,Office Supplies,6.72
2015-11-04,West,Office Supplies,44.316
2015-11-04,East,Furniture,135.882
2015-11-04,East,Office Supplies,95.634
2015-11-04,East,Technology,4627.92
2015-11-04,South,Office Supplies,66.616
2015-11-04,West,Furniture,609.068
2015-11-04,West,Technology,1114.3120000000001
2015-11-05,West,Furniture,20.04
2015-11-05,South,Technology,47.79
2015-11-05,South,Furniture,149.9
2015-11-05,East,Technology,109.976
2015-11-05,East,Office Supplies,1093.29
2015-11-05,East,Furniture,273.568
2015-11-07,Central,Furniture,683.144
2015-11-07,Central,Office Supplies,460.06600000000003
2015-11-07,East,Office Supplies,36.1
2015-11-07,West,Office Supplies,123.144
2015-11-08,West,Technology,333.576
2015-11-09,West,Technology,703.968
2015-11-09,West,Office Supplies,590.94
2015-11-09,West,Furniture,222.666
2015-11-09,East,Furniture,56.52
2015-11-10,Central,Furniture,563.94
2015-11-10,Central,Office Supplies,630.93
2015-11-10,West,Furniture,93.08000000000001
2015-11-10,West,Office Supplies,102.08000000000001
2015-11-10,West,Technology,612.526
2015-11-11,West,Technology,1238.042
2015-11-11,West,Office Supplies,2222.136
2015-11-11,East,Furniture,545.928
2015-11-11,West,Furniture,716.568
2015-11-11,Central,Office Supplies,1915.72
2015-11-11,Central,Furniture,808.928
2015-11-11,Central,Technology,389.65599999999995
2015-11-12,Central,Furniture,67.9932
2015-11-12,Central,Office Supplies,105.24799999999999
2015-11-12,Central,Technology,79.512
2015-11-12,South,Office Supplies,7.872
2015-11-12,West,Furniture,629.064
2015-11-12,West,Office Supplies,11.96
2015-11-14,East,Furniture,69.264
2015-11-14,South,Office Supplies,32.4
2015-11-14,East,Technology,832.93
2015-11-14,Central,Office Supplies,44.976
2015-11-14,East,Office Supplies,55.16
2015-11-15,West,Office Supplies,31.41
2015-11-15,Central,Office Supplies,604.656
2015-11-15,South,Office Supplies,362.176
2015-11-15,West,Furniture,10.11
2015-11-15,West,Technology,772.47
2015-11-16,West,Office Supplies,350.13000000000005
2015-11-16,West,Technology,79.968
2015-11-16,West,Furniture,305.9745
2015-11-16,Central,Furniture,37.296
2015-11-16,Central,Office Supplies,308.6
2015-11-16,Central,Technology,273.96
2015-11-17,Central,Furniture,479.9
2015-11-17,Central,Office Supplies,7.08
2015-11-17,East,Furniture,4790.18
2015-11-17,East,Office Supplies,5191.744
2015-11-17,West,Office Supplies,975.3900000000001
2015-11-17,West,Technology,99.98
2015-11-18,Central,Office Supplies,466.2420000000001
2015-11-18,East,Furniture,60.312
2015-11-18,East,Office Supplies,141.541
2015-11-18,East,Technology,549.552
2015-11-18,West,Furniture,1013.72
2015-11-18,West,Office Supplies,57.788
2015-11-18,Central,Furniture,1117.7
2015-11-19,East,Technology,4596.3060000000005
2015-11-19,South,Technology,682.91
2015-11-19,West,Office Supplies,166.44
2015-11-19,East,Office Supplies,251.42000000000002
2015-11-19,Central,Technology,281.97
2015-11-19,Central,Office Supplies,221.16
2015-11-19,East,Furniture,1025.88
2015-11-20,East,Office Supplies,73.62
2015-11-20,East,Technology,833.94
2015-11-21,West,Technology,94.99
2015-11-21,West,Office Supplies,19.54
2015-11-21,South,Technology,36.99
2015-11-21,Central,Technology,267.96
2015-11-21,Central,Office Supplies,1.632
2015-11-21,South,Office Supplies,828.51
2015-11-22,Central,Office Supplies,16.908
2015-11-22,South,Office Supplies,1032.57
2015-11-22,West,Office Supplies,53.82
2015-11-23,West,Furniture,985.3599999999999
2015-11-23,West,Technology,29.99
2015-11-23,West,Office Supplies,45.312
2015-11-23,East,Office Supplies,62.808
2015-11-23,Central,Technology,5.544
2015-11-23,Central,Office Supplies,72.526
2015-11-23,Central,Furniture,161.74
2015-11-24,West,Furniture,272.432
2015-11-24,South,Furniture,111.15
2015-11-24,East,Technology,2552.346
2015-11-24,West,Office Supplies,721.476
2015-11-24,East,Furniture,646.226
2015-11-24,Central,Technology,111.79
2015-11-24,Central,Office Supplies,1154.82
2015-11-24,East,Office Supplies,2.624
2015-11-25,Central,Furniture,1224.831
2015-11-25,Central,Office Supplies,24.119999999999997
2015-11-25,Central,Technology,24.672
2015-11-25,East,Furniture,328.912
2015-11-25,East,Office Supplies,1117.92
2015-11-25,West,Furniture,749.224
2015-11-25,West,Office Supplies,406.096
2015-11-25,West,Technology,539.92
2015-11-26,West,Technology,438.336
2015-11-26,West,Office Supplies,833.724
2015-11-26,East,Office Supplies,134.67000000000002
2015-11-26,Central,Furniture,19.3
2015-11-26,East,Technology,279.96
2015-11-27,East,Furniture,199.9
2015-11-27,East,Office Supplies,3.76
2015-11-28,South,Office Supplies,159.41
2015-11-28,Central,Office Supplies,64.02
2015-11-28,Central,Technology,998.85
2015-11-28,East,Office Supplies,17.248
2015-11-28,South,Furniture,397.6
2015-11-28,West,Furniture,411.332
2015-11-28,West,Office Supplies,92.44
2015-11-28,West,Technology,139.93
2015-11-29,Central,Office Supplies,12.624
2015-11-29,East,Office Supplies,30.099999999999998
2015-11-29,West,Office Supplies,30.4
2015-11-29,West,Technology,575.92
2015-11-30,West,Technology,102.24
2015-11-30,West,Office Supplies,47.992
2015-11-30,South,Office Supplies,6.642
2015-11-30,East,Office Supplies,62.28
2015-12-01,Central,Furniture,3481.898
2015-12-01,Central,Office Supplies,46.64
2015-12-01,East,Furniture,973.508
2015-12-01,East,Office Supplies,36.288
2015-12-01,East,Technology,931.888
2015-12-01,South,Technology,95.968
2015-12-01,West,Furniture,58.2
2015-12-02,South,Technology,5.95
2015-12-02,South,Office Supplies,15.24
2015-12-02,East,Technology,239.76
2015-12-02,East,Furniture,1184.48
2015-12-02,Central,Office Supplies,18.857999999999997
2015-12-02,Central,Furniture,98.32
2015-12-02,East,Office Supplies,209.2
2015-12-03,Central,Office Supplies,25.92
2015-12-03,Central,Technology,479.96
2015-12-04,East,Technology,129.98
2015-12-05,West,Office Supplies,1453.8639999999998
2015-12-05,West,Technology,167.968
2015-12-05,South,Office Supplies,24.56
2015-12-05,Central,Office Supplies,24.816
2015-12-05,East,Office Supplies,667.012
2015-12-05,Central,Technology,408.744
2015-12-05,East,Technology,216.678
2015-12-06,Central,Furniture,249.702
2015-12-06,Central,Office Supplies,53.784
2015-12-06,Central,Technology,35.04
2015-12-06,South,Office Supplies,42.208
2015-12-06,West,Furniture,275.49
2015-12-06,West,Office Supplies,1314.754
2015-12-07,South,Office Supplies,105.52
2015-12-07,West,Office Supplies,442.88
2015-12-08,West,Office Supplies,154.864
2015-12-08,Central,Office Supplies,60.416
2015-12-08,West,Furniture,723.24
2015-12-08,West,Technology,156.6
2015-12-09,West,Office Supplies,135.384
2015-12-09,East,Technology,1079.976
2015-12-09,Central,Office Supplies,276.62
2015-12-09,East,Office Supplies,30.672
2015-12-10,East,Office Supplies,117.704
2015-12-10,West,Furniture,338.352
2015-12-10,West,Office Supplies,117.28
2015-12-12,Central,Office Supplies,210.392
2015-12-12,South,Office Supplies,23.472
2015-12-12,West,Furniture,4695.6005000000005
2015-12-12,West,Office Supplies,8.94
2015-12-13,West,Office Supplies,95.454
2015-12-13,West,Furniture,87.96
2015-12-13,Central,Office Supplies,2.92
2015-12-13,Central,Furniture,94.428
2015-12-13,South,Office Supplies,12.39
2015-12-14,South,Furniture,186.304
2015-12-14,Central,Office Supplies,17.264
2015-12-14,Central,Technology,35.016
2015-12-14,East,Furniture,136.53
2015-12-14,East,Office Supplies,2.624
2015-12-14,East,Technology,7263.92
2015-12-15,West,Furniture,6.16
2015-12-15,East,Furniture,445.802
2015-12-15,Central,Furniture,771.824
2015-12-15,Central,Technology,40.68
2015-12-16,Central,Furniture,56.568
2015-12-16,Central,Office Supplies,150.488
2015-12-16,South,Furniture,1043.292
2015-12-16,South,Office Supplies,3.151
2015-12-16,South,Technology,99.98
2015-12-16,West,Furniture,1689.948
2015-12-16,West,Technology,1022.168
2015-12-17,South,Office Supplies,40.05
2015-12-17,East,Office Supplies,5.484
2015-12-19,Central,Office Supplies,48.144
2015-12-19,Central,Technology,323.976
2015-12-19,South,Furniture,1819.86
2015-12-19,South,Office Supplies,164.842
2015-12-19,South,Technology,247.8
2015-12-19,West,Office Supplies,37.17
2015-12-19,West,Technology,794.968
2015-12-20,West,Office Supplies,955.952
2015-12-20,West,Furniture,294.32
2015-12-20,West,Technology,519.9200000000001
2015-12-20,South,Office Supplies,254.222
2015-12-20,Central,Office Supplies,1127.092
2015-12-20,East,Furniture,383.034
2015-12-20,Central,Technology,65.44
2015-12-20,South,Furniture,3362.46
2015-12-21,East,Office Supplies,17.28
2015-12-21,South,Office Supplies,18.24
2015-12-21,West,Furniture,1897.92
2015-12-22,Central,Office Supplies,274.096
2015-12-22,East,Office Supplies,513.112
2015-12-22,West,Office Supplies,11.76
2015-12-23,Central,Office Supplies,212.424
2015-12-23,East,Furniture,53.316
2015-12-23,East,Office Supplies,56.52
2015-12-23,South,Furniture,64.784
2015-12-23,South,Office Supplies,555.064
2015-12-24,West,Technology,1054.882
2015-12-24,West,Furniture,316.262
2015-12-24,West,Office Supplies,539.13
2015-12-24,East,Furniture,30.36
2015-12-24,South,Office Supplies,9.568
2015-12-26,Central,Furniture,600.558
2015-12-26,Central,Office Supplies,8.69
2015-12-26,East,Office Supplies,561.504
2015-12-26,West,Furniture,752.6
2015-12-26,West,Office Supplies,118.062
2015-12-27,West,Office Supplies,1078.51
2015-12-27,West,Furniture,230.28
2015-12-27,South,Technology,498.0
2015-12-27,South,Office Supplies,23.92
2015-12-27,East,Furniture,949.566
2015-12-27,Central,Office Supplies,35.0
2015-12-27,Central,Furniture,32.952
2015-12-27,East,Office Supplies,118.16
2015-12-28,East,Office Supplies,2682.326
2015-12-29,West,Office Supplies,432.332
2015-12-29,West,Technology,1303.872
2015-12-29,West,Furniture,95.46000000000001
2015-12-29,Central,Office Supplies,24.56
2015-12-29,Central,Technology,119.8
2015-12-29,East,Office Supplies,48.36
2015-12-29,Central,Furniture,47.712
2015-12-30,West,Office Supplies,551.985
2015-12-30,East,Technology,279.932
2015-12-30,East,Office Supplies,158.388
2015-12-30,South,Office Supplies,39.128
2015-12-30,Central,Technology,594.344
2015-12-30,Central,Office Supplies,25.11
2015-12-30,East,Furniture,523.764
2015-12-31,West,Technology,475.944
2015-12-31,Central,Office Supplies,79.24799999999999
2015-12-31,Central,Technology,47.53
2015-12-31,East,Furniture,2584.5280000000002
2015-12-31,East,Office Supplies,229.48
2015-12-31,East,Technology,1836.54
2016-01-02,East,Technology,1340.566
2016-01-02,East,Office Supplies,139.08
2016-01-02,East,Furniture,452.45
2016-01-03,Central,Furniture,1352.3976
2016-01-03,Central,Office Supplies,17.424
2016-01-03,Central,Technology,398.4
2016-01-04,Central,Office Supplies,72.24000000000001
2016-01-04,South,Furniture,192.22
2016-01-05,West,Furniture,61.584
2016-01-05,West,Office Supplies,143.51999999999998
2016-01-05,East,Office Supplies,90.168
2016-01-06,West,Office Supplies,31.538
2016-01-09,South,Office Supplies,364.07
2016-01-10,East,Furniture,1018.104
2016-01-12,East,Office Supplies,475.548
2016-01-12,East,Technology,271.948
2016-01-13,West,Office Supplies,70.008
2016-01-13,South,Office Supplies,9.82
2016-01-13,West,Furniture,542.45
2016-01-17,East,Office Supplies,6.68
2016-01-17,South,Office Supplies,88.96
2016-01-17,Central,Furniture,254.744
2016-01-19,Central,Furniture,301.742
2016-01-23,West,Office Supplies,43.66
2016-01-24,South,Office Supplies,13.12
2016-01-26,West,Office Supplies,182.72
2016-01-27,East,Furniture,181.986
2016-01-27,East,Technology,587.346
2016-01-27,West,Furniture,2803.92
2016-01-28,South,Furniture,4297.644
2016-01-30,Central,Office Supplies,14.304
2016-01-30,West,Furniture,227.36
2016-01-30,West,Technology,1919.976
2016-01-31,Central,Furniture,53.34
2016-01-31,Central,Office Supplies,45.92
2016-02-03,West,Office Supplies,12.144
2016-02-03,West,Furniture,136.92
2016-02-03,South,Office Supplies,74.52
2016-02-03,Central,Technology,149.97
2016-02-03,Central,Furniture,28.4
2016-02-03,East,Furniture,90.882
2016-02-06,West,Office Supplies,5.28
2016-02-06,Central,Office Supplies,673.6859999999999
2016-02-06,Central,Technology,18.528
2016-02-06,East,Furniture,1552.74
2016-02-06,East,Office Supplies,5.68
2016-02-06,South,Office Supplies,176.63
2016-02-07,South,Office Supplies,324.10999999999996
2016-02-08,Central,Office Supplies,21.11
2016-02-08,East,Technology,107.982
2016-02-09,Central,Furniture,40.784
2016-02-09,Central,Office Supplies,40.096
2016-02-09,Central,Technology,500.752
2016-02-09,West,Furniture,203.92
2016-02-10,East,Office Supplies,77.24
2016-02-14,East,Office Supplies,58.013999999999996
2016-02-14,East,Technology,1021.9480000000001
2016-02-15,West,Office Supplies,627.4800000000001
2016-02-15,Central,Technology,974.9000000000001
2016-02-16,West,Office Supplies,124.55
2016-02-16,East,Office Supplies,35.88
2016-02-18,West,Furniture,35.544
2016-02-18,West,Office Supplies,70.3
2016-02-20,East,Office Supplies,286.79
2016-02-20,South,Technology,29.99
2016-02-21,East,Office Supplies,2541.98
2016-02-21,West,Office Supplies,49.12
2016-02-22,Central,Office Supplies,79.36
2016-02-23,East,Office Supplies,37.775999999999996
2016-02-25,East,Office Supplies,25.869999999999997
2016-02-27,East,Furniture,493.92
2016-02-27,East,Office Supplies,20.451
2016-02-27,East,Technology,105.98
2016-02-27,West,Technology,538.92
2016-02-28,South,Furniture,551.264
2016-03-01,West,Technology,15.984
2016-03-01,South,Office Supplies,58.72
2016-03-01,East,Office Supplies,3.552
2016-03-01,West,Furniture,184.752
2016-03-01,Central,Office Supplies,55.328
2016-03-01,Central,Technology,95.84
2016-03-01,Central,Furniture,1227.9984
2016-03-02,Central,Office Supplies,112.03999999999999
2016-03-02,West,Furniture,787.53
2016-03-05,East,Office Supplies,595.296
2016-03-05,East,Furniture,516.547
2016-03-05,East,Technology,476.47
2016-03-05,Central,Office Supplies,320.402
2016-03-05,Central,Furniture,4.712
2016-03-05,Central,Technology,55.84
2016-03-06,West,Furniture,435.26
2016-03-06,West,Technology,1119.984
2016-03-07,East,Office Supplies,99.72
2016-03-07,East,Technology,707.82
2016-03-08,West,Office Supplies,3.408
2016-03-08,Central,Furniture,1746.95
2016-03-08,Central,Office Supplies,23.548000000000002
2016-03-08,Central,Technology,769.95
2016-03-08,East,Office Supplies,19.44
2016-03-09,South,Office Supplies,4.608
2016-03-09,Central,Technology,473.4
2016-03-10,Central,Office Supplies,1.112
2016-03-10,East,Office Supplies,89.82
2016-03-12,South,Furniture,37.288
2016-03-12,South,Office Supplies,13.728000000000002
2016-03-13,West,Furniture,1384.856
2016-03-14,East,Office Supplies,688.46
2016-03-14,West,Office Supplies,19.44
2016-03-15,West,Technology,16.776
2016-03-16,West,Furniture,215.09
2016-03-16,South,Office Supplies,6911.7
2016-03-16,East,Office Supplies,17.52
2016-03-16,East,Technology,85.9
2016-03-17,East,Office Supplies,33.82
2016-03-17,East,Technology,15.02
2016-03-19,West,Office Supplies,1585.8880000000001
2016-03-19,South,Office Supplies,14.496
2016-03-19,West,Technology,3603.506
2016-03-20,West,Office Supplies,29.304
2016-03-20,Central,Office Supplies,73.21600000000001
2016-03-21,South,Office Supplies,1270.3790000000001
